n_fam,nt_norm,sample_id
8,2.014481626043975,47
18,2.233240855325822,47
38,2.1577746537945677,47
1,0.8010089589137586,48
3,1.0868206616307399,48
8,1.48013485952469,48
18,1.856316977524068,48
38,2.063999909138274,48
1,0.40924131867887414,49
3,0.5487243826767676,49
8,0.6691027368638187,49
18,0.7221421988792189,49
38,0.712695321556436,49
