Unnamed: 0,cdens,knum,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,grid_id_old2,coef,shift,train_rss,train_mse,train_nmse
70,4,4,8,0.5,1e-05,2.6666666666666665,70,,6,70.0,0.022606425999469278,0.024683288113171643,3.0086546734818263e-05,1.504327336740913e-06,0.0034352410131068814
71,4,4,8,0.5,1e-06,2.6666666666666665,71,,7,71.0,0.020266332472167865,0.034787025076245856,2.6789817592870925e-05,1.3394908796435463e-06,0.0030588249605322604
72,4,4,8,0.8,0.1,2.6666666666666665,72,,0,72.0,-4.294529579372854,18.549939453606786,0.0004545710174833563,2.2728550874167815e-05,0.051902300931778354
73,4,4,8,0.8,0.01,2.6666666666666665,73,,1,73.0,-4.263905753634317,18.4053171686448,0.0004754467263581414,2.3772336317907072e-05,0.05428586099722614
74,4,4,8,0.8,0.001,2.6666666666666665,74,,2,74.0,-0.0367299919301598,0.22981603597345224,0.0007615376994210112,3.807688497105056e-05,0.08695133945201575
75,4,4,8,0.8,0.0001,2.6666666666666665,75,,3,75.0,0.05315120521520594,-0.122743109474224,8.890682141042815e-05,4.445341070521408e-06,0.010151260028144824
76,4,4,8,0.8,1e-05,2.6666666666666665,76,,4,76.0,0.02275456542765253,0.020519662251374308,3.4288029141107544e-05,1.7144014570553773e-06,0.003914960563680259
77,4,4,8,0.8,1e-06,2.6666666666666665,77,,5,77.0,0.019138841620861997,0.03595755730268754,2.9870772680558314e-05,1.4935386340279156e-06,0.0034106042248675614
78,4,4,8,0.9,0.1,2.6666666666666665,78,,6,78.0,-4.29769995234969,18.563757002620093,0.0004527496108933338,2.263748054466669e-05,0.051694335202951545
79,4,4,8,0.9,0.01,2.6666666666666665,79,,7,79.0,-4.306868194044904,18.591813899140284,0.00045617967763505497,2.2808983881752748e-05,0.052085975561438354
80,4,4,8,0.9,0.001,2.6666666666666665,80,,0,80.0,-3.902010402441175,16.74654968590492,0.0005746155674762213,2.8730778373811065e-05,0.06560882448764434
81,4,4,8,0.9,0.0001,2.6666666666666665,81,,1,81.0,0.058715386419033073,-0.1486050311767582,0.00010382012574783557,5.1910062873917786e-06,0.011854040847504157
82,4,4,8,0.9,1e-05,2.6666666666666665,82,,2,82.0,0.022917847875126893,0.019020172816537898,3.603059257583911e-05,1.8015296287919556e-06,0.004113924088198103
83,4,4,8,0.9,1e-06,2.6666666666666665,83,,3,83.0,0.01892112526914227,0.036130987283880936,3.1112412381636925e-05,1.5556206190818462e-06,0.0035523729583231316
84,4,6,8,0.0,0.1,2.6666666666666665,84,,4,84.0,-0.685408953529658,3.0032647360944886,0.00039268055818406295,1.963402790920315e-05,0.04483573240934607
85,4,6,8,0.0,0.01,2.6666666666666665,85,,5,85.0,-0.0822562076961123,0.4076293072486535,0.0004911268444261743,2.4556342221308715e-05,0.05607619556610933
86,4,6,8,0.0,0.001,2.6666666666666665,86,,6,86.0,-0.01840384474496399,0.13129007428913977,0.0007177200691039351,3.5886003455196756e-05,0.08194830197852004
87,4,6,8,0.0,0.0001,2.6666666666666665,87,,7,87.0,0.035583330938313396,-0.011060027692230318,0.000530402958885887,2.6520147944294348e-05,0.06056068893175514
88,4,6,8,0.0,1e-05,2.6666666666666665,88,,0,88.0,0.03559618606218806,-0.004388624279357102,0.00042742533458812386,2.1371266729406194e-05,0.048802843754707954
89,4,6,8,0.0,1e-06,2.6666666666666665,89,,1,89.0,0.03509461994773715,-0.002476521570671889,0.00041778903173832443,2.088945158691622e-05,0.047702583792801435
90,4,6,8,0.01,0.1,2.6666666666666665,90,,2,90.0,-4.94403569187417,21.264013389618896,0.0004979999318480625,2.4899996592403125e-05,0.056860955346167946
91,4,6,8,0.01,0.01,2.6666666666666665,91,,3,91.0,-0.0005092511708779113,0.07514165781493998,0.0007615510929220392,3.807755464610196e-05,0.08695286870375891
92,4,6,8,0.01,0.001,2.6666666666666665,92,,4,92.0,0.01769651221547236,0.014283555010114649,0.0007446012967462945,3.7230064837314724e-05,0.08501756401426006
93,4,6,8,0.01,0.0001,2.6666666666666665,93,,5,93.0,0.04243781716420387,-0.026925740481801113,0.00040906837383462657,2.045341869173133e-05,0.046706870926313225
94,4,6,8,0.01,1e-05,2.6666666666666665,94,,6,94.0,0.03787869785176409,-0.007901214883135645,0.00034713159407877015,1.7356579703938506e-05,0.039635013597108464
95,4,6,8,0.01,1e-06,2.6666666666666665,95,,7,95.0,0.03701806495496049,-0.005109923600004772,0.00034321508618225606,1.7160754309112803e-05,0.039187832048729165
96,4,6,8,0.1,0.1,2.6666666666666665,96,,0,96.0,-3.5994245385695405,15.545569401466171,0.0005829219026157613,2.914609513078807e-05,0.0665572305440608
97,4,6,8,0.1,0.01,2.6666666666666665,97,,1,97.0,3.048261206749119,-12.967033371251382,0.0002539876928062793,1.2699384640313966e-05,0.028999969549273457
98,4,6,8,0.1,0.001,2.6666666666666665,98,,2,98.0,0.23899510991468312,-0.8946583725289277,8.385211823864102e-05,4.192605911932051e-06,0.009574120890248694
