Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,mse_comb,mse_tem,mse_trec,mse_tmem,mse_steady,mse_mean,mse_mean2,coef,shift
3,32,4,8,0.99,2.6666666666666665,219,,3,0.0008915479276682412,2.500665949448519e-05,0.00013992034409938896,7.626097025343955e-05,6.697675092040724e-05,7.704118119193024e-05,7.88486213935992e-05,0.027890230997989124,0.008694892616833308
4,32,4,8,0.999,2.6666666666666665,220,,4,0.0008923001526933235,2.5322890773212187e-05,0.00014876579435671718,7.953015639293626e-05,6.67630452742691e-05,8.009547169928368e-05,8.241176198784402e-05,0.027824855990379725,0.008841914034379459
5,32,6,8,0.001,2.6666666666666665,221,,5,0.001544743612141217,0.001327673725345103,9.67246497692691e-05,0.0004854043835013411,5.575972370818501e-05,0.0004913906205809745,0.0005649934762397118,-0.0643438846273461,0.3467325491811362
6,32,6,8,0.01,2.6666666666666665,222,,6,0.0017920469820692328,0.001379503648780565,0.0007699201077209483,0.0005829619591560954,2.6154627235877387e-05,0.0006896350857233716,0.0008179940165658332,-0.01333873464980825,0.11315674758293912
7,32,6,8,0.1,2.6666666666666665,223,,7,0.0009047077649355548,2.4745815216444752e-05,1.1935625322519258e-05,1.9872448482441982e-05,4.49986732523068e-05,2.5388140568428196e-05,2.303900046877947e-05,0.03851951690867103,-0.010811937440848032
0,32,6,8,0.2,2.6666666666666665,224,,0,0.0008834862955312763,1.3221094108228864e-05,4.095291538861345e-06,1.895747360724504e-05,5.37251005031842e-05,2.2499739939379865e-05,1.788589090076828e-05,0.03373428319083813,0.0002790392002827817
1,32,6,8,0.3,2.6666666666666665,225,,1,0.0008771314024455837,1.026323807348277e-05,4.619430858194288e-06,1.9815634931641527e-05,5.666574848351973e-05,2.284101308670958e-05,1.7707786879752565e-05,0.03206127203700487,0.0035387756132745918
2,32,6,8,0.4,2.6666666666666665,226,,2,0.0008755608842336218,1.0360398616760027e-05,4.512262796825081e-06,2.3436479884149793e-05,5.919657927305968e-05,2.4376430142698646e-05,1.872973033072995e-05,0.03116826964729769,0.0049439721260409915
3,32,6,8,0.5,2.6666666666666665,227,,3,0.0008765462986349535,1.1237007207052129e-05,5.369806976485598e-06,2.7769236682889902e-05,6.15176063367897e-05,2.6473414300804332e-05,2.0416745231125845e-05,0.03044940807613996,0.0059397890306565684
4,32,6,8,0.6,2.6666666666666665,228,,4,0.0008772342053630402,1.193258134243051e-05,9.462420829422664e-06,3.108984591578231e-05,6.370167739168756e-05,2.904663136983076e-05,2.293025460852937e-05,0.02977203437740171,0.006861089012089948
5,32,6,8,0.7,2.6666666666666665,229,,5,0.0008772171283855998,1.309296607655915e-05,1.672243229818652e-05,3.626175315506321e-05,6.59856599296195e-05,3.301570286485709e-05,2.6979701639029006e-05,0.02918215220022876,0.007623175467718589
6,32,6,8,0.8,2.6666666666666665,230,,6,0.000872836322909348,1.4902854690468424e-05,2.9772655173490522e-05,4.514971754999326e-05,6.799683434005808e-05,3.945551543850257e-05,3.3749595269661544e-05,0.02857870447985348,0.00847244353922549
7,32,6,8,0.9,2.6666666666666665,231,,7,0.00086662811999321,1.836404717722588e-05,5.5870906994065694e-05,5.539724510061224e-05,6.982523716396066e-05,4.9864359108966124e-05,4.5615398434526016e-05,0.02804973217011386,0.009254226632348848
0,32,6,8,0.99,2.6666666666666665,232,,0,0.0008812152445615682,2.2224783477782843e-05,0.00012099777337974845,7.902936326558811e-05,6.965053269725694e-05,7.297561320509408e-05,7.252083494631795e-05,0.027470123317239067,0.010383510267571849
1,32,6,8,0.999,2.6666666666666665,233,,1,0.0008846884726072474,2.208854060687506e-05,0.00013567253611873522,8.525334613918728e-05,6.916126640730256e-05,7.804392231802504e-05,7.832279433295175e-05,0.02732575786482872,0.010708343403902018
2,32,8,8,0.001,2.6666666666666665,234,,2,0.001544990798637217,0.0013298918820480326,9.693778856164183e-05,0.0004840887179829943,5.5742895907478497e-05,0.0004916653211250368,0.0005655818258516371,-0.06423268406990203,0.34624958997729294
3,32,8,8,0.01,2.6666666666666665,235,,3,0.0017901184083130928,0.0013910128442434447,0.0007544703058145448,0.0005850993662291684,2.7058957077497862e-05,0.000689410368341164,0.0008171874372371076,-0.013763800632718325,0.11445182460144585
4,32,8,8,0.1,2.6666666666666665,236,,4,0.0009096549995805267,2.5331202130591533e-05,1.53237099485196e-05,1.9513935552773632e-05,4.461321203082754e-05,2.6195514915678078e-05,2.4239495290303907e-05,0.03849898139374129,-0.010665847885547995
5,32,8,8,0.2,2.6666666666666665,237,,5,0.0008934229343280036,1.700356090301025e-05,5.404284741241717e-06,1.6226315687703626e-05,5.214675024921807e-05,2.2695227895293415e-05,1.8864792870904275e-05,0.03311788593014978,0.0017811776391016033
6,32,8,8,0.3,2.6666666666666665,238,,6,0.0008881464071030091,1.3541743828061585e-05,4.533747449077953e-06,1.584914625489046e-05,5.4524011554213676e-05,2.211216227156092e-05,1.77540233938972e-05,0.03124857152961484,0.005515448225369542
7,32,8,8,0.4,2.6666666666666665,239,,7,0.0008862633948875762,1.1993613471254863e-05,5.141242908525313e-06,1.8097863219903252e-05,5.687068893862445e-05,2.302585213457697e-05,1.820637748634801e-05,0.030348989749978173,0.006978460542120337
0,32,8,8,0.5,2.6666666666666665,240,,0,0.000887364288922923,1.1497912431065003e-05,5.958262766178293e-06,2.1720078322075908e-05,5.9218455922925675e-05,2.459867736056122e-05,1.930848077324803e-05,0.02972301998573351,0.007813723153461696
1,32,8,8,0.6,2.6666666666666665,241,,1,0.0008890503843738289,1.149915593213774e-05,7.713696037543585e-06,2.506229114027138e-05,6.141772882165016e-05,2.642321798290072e-05,2.0817620650214034e-05,0.02913961782147896,0.00856698026022312
2,32,8,8,0.7,2.6666666666666665,242,,2,0.000889427656803747,1.2070869320366794e-05,1.2332822915909596e-05,2.779131781590484e-05,6.378575716599582e-05,2.8995191804544262e-05,2.3397409909075578e-05,0.028642121288682744,0.009151048426433623
3,32,8,8,0.8,2.6666666666666665,243,,3,0.0008796545882465063,1.3809332769609936e-05,2.4083143484347894e-05,2.9704826396375558e-05,6.646815920467771e-05,3.3516365463752776e-05,2.8659656351494823e-05,0.02828089104943317,0.0094797928629348
4,32,8,8,0.9,2.6666666666666665,244,,4,0.0008731966246752403,1.790557504423676e-05,4.435128476083138e-05,3.503826510480469e-05,6.951715722432081e-05,4.170307053354841e-05,3.81781903232103e-05,0.02811911778917097,0.009452658682857773
5,32,8,8,0.99,2.6666666666666665,245,,5,0.0008759119724959262,2.3603558760369958e-05,9.736287917174434e-05,5.672707216838034e-05,7.103083344615179e-05,6.218108588666161e-05,6.161513024646013e-05,0.027980549147598364,0.009578981758317801
6,32,8,8,0.999,2.6666666666666665,246,,6,0.0008795077897979403,2.464486377703236e-05,0.00011127482539576181,5.937616599221693e-05,7.121098971319712e-05,6.662671121955205e-05,6.707108900850041e-05,0.028020688397904267,0.009485173201226818
7,32,10,8,0.001,2.6666666666666665,247,,7,0.0015459625177422012,0.0013318791902130222,9.742959100905747e-05,0.0004846749796417023,5.5630862795007525e-05,0.0004924036559146973,0.0005664872341468116,-0.06412363997360172,0.3457534914471514
0,32,10,8,0.01,2.6666666666666665,248,,0,0.0017899404800038976,0.00139237902812524,0.0007525290187404737,0.0005855467813538098,2.711524047579435e-05,0.0006893925171738295,0.0008170796859268387,-0.013815658473391572,0.11460530977181185
1,32,10,8,0.1,2.6666666666666665,249,,1,0.0009091097883356097,2.443542139306179e-05,1.4443097169068238e-05,2.0779718767056547e-05,4.4919944931260186e-05,2.6144545565111688e-05,2.390945013709613e-05,0.03876312221457912,-0.011166877032021096
2,32,10,8,0.2,2.6666666666666665,250,,2,0.0008917165982934419,1.4334634683569474e-05,4.668743508730045e-06,1.956491261580017e-05,5.277324081234441e-05,2.2835382905111024e-05,1.839081830212394e-05,0.033535807048985705,0.0010178825828828612
3,32,10,8,0.3,2.6666666666666665,251,,3,0.0008872816206048609,1.0849682323858361e-05,3.947772123522183e-06,1.9956686004703113e-05,5.51203982736508e-05,2.2468634681433615e-05,1.744533219551917e-05,0.031601970610379206,0.0049244546852640035
4,32,10,8,0.4,2.6666666666666665,252,,4,0.0008880366891939238,1.0592804472083592e-05,4.294527143010594e-06,2.1793094992815236e-05,5.6761771366005244e-05,2.3360549493478666e-05,1.8054921598168145e-05,0.030400677565824534,0.0070592460264093
5,32,10,8,0.5,2.6666666666666665,253,,5,0.0008889126391834217,1.0447575783399363e-05,4.984722869512017e-06,2.4510660658004893e-05,5.89054879069485e-05,2.4712111804466194e-05,1.9046790978462694e-05,0.029686079682337878,0.008095387975860426
6,32,10,8,0.6,2.6666666666666665,254,,6,0.0008889694713915658,1.0418329435261965e-05,7.831332670915868e-06,2.6139242192248978e-05,6.151622150117782e-05,2.6476281449901158e-05,2.0692464650963746e-05,0.029209308466866042,0.008613532202430819
7,32,10,8,0.7,2.6666666666666665,255,,7,0.0008889069438747217,1.1379768612513392e-05,1.2918799384529881e-05,2.762745251822213e-05,6.425364939885337e-05,2.9044917478529695e-05,2.3413039651860345e-05,0.028792469783178253,0.009023282393278285
0,32,10,8,0.8,2.6666666666666665,256,,0,0.0008822143341739556,1.3583228561470684e-05,2.4451452930571887e-05,3.001962243360404e-05,6.65882196944884e-05,3.3660630905033755e-05,2.877953418536293e-05,0.0283161521838936,0.009616367966131897
1,32,10,8,0.9,2.6666666666666665,257,,1,0.0008739904187522354,1.8479754475735905e-05,4.7139408266117064e-05,3.490046181889862e-05,6.921557469218752e-05,4.243379981323478e-05,3.922572699913202e-05,0.028036068209296258,0.009856079104748783
2,32,10,8,0.99,2.6666666666666665,258,,2,0.0008864475302181149,2.5771565486177837e-05,0.0001103209354662143,5.612345668518914e-05,7.088142572326543e-05,6.577434584021168e-05,6.653164738553982e-05,0.027946966288092352,0.009880301641805044
3,32,10,8,0.999,2.6666666666666665,259,,3,0.0008904089102040766,2.6402599908382894e-05,0.00012241214267139514,5.9544887040299006e-05,7.081220326077045e-05,6.979295822021188e-05,7.133109591010427e-05,0.027923916725933987,0.00993150763828486
