Unnamed: 0,cdens,knum,type_complex,k_alph,num_complex,grid_id,save_path,grid_id_old,jack_mse_mean,jack_mse_std,jack_mse_se
0,4,4,8,0.2,2.6666666666666665,16,,0,1.6897785832480992e-06,1.1659668204213485e-07,1.1659668204213485e-07
1,4,4,8,0.3,2.6666666666666665,17,,1,1.3730311288833606e-06,1.1906492846412766e-07,1.1906492846412766e-07
2,4,4,8,0.4,2.6666666666666665,18,,2,1.2538373045876386e-06,1.2123704527145574e-07,1.2123704527145574e-07
3,4,4,8,0.5,2.6666666666666665,19,,3,1.2517658808870562e-06,1.243828946328136e-07,1.243828946328136e-07
4,4,4,8,0.6,2.6666666666666665,20,,4,1.3327847535844701e-06,1.2933561230399368e-07,1.2933561230399368e-07
5,4,4,8,0.7,2.6666666666666665,21,,5,1.5643126534811467e-06,1.3771980257447486e-07,1.3771980257447486e-07
6,4,4,8,0.8,2.6666666666666665,22,,6,2.0602287764145913e-06,1.4796312479669345e-07,1.4796312479669345e-07
7,4,4,8,0.9,2.6666666666666665,23,,7,3.1437563517778435e-06,1.8816933508225383e-07,1.8816933508225383e-07
0,4,4,8,0.99,2.6666666666666665,24,,0,5.604600565961795e-06,3.2172494610347386e-07,3.2172494610347386e-07
1,4,4,8,0.999,2.6666666666666665,25,,1,6.3299832275611e-06,3.661100151752083e-07,3.661100151752083e-07
