Unnamed: 0,cdens,knum,ksig,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,coef,shift,train_rss,train_mse,train_nmse
150,8,2,0.85,8,0.2,0.1,2.6666666666666665,150,,6,0.036248914019835946,-0.25090680523966985,8.336306290007262e-05,4.168153145003631e-06,0.009518281216405874
151,8,2,0.85,8,0.2,0.01,2.6666666666666665,151,,7,0.011956933711574545,-0.018104811438498264,5.5976473980839705e-05,2.798823699041985e-06,0.006391317716950088
152,8,2,0.85,8,0.2,0.001,2.6666666666666665,152,,0,0.006729914722591251,0.03377423076628007,4.8642629116475806e-05,2.43213145582379e-06,0.005553949278362537
153,8,2,0.85,8,0.2,0.0001,2.6666666666666665,153,,1,0.004691486700675918,0.04958705862129657,5.011961766062276e-05,2.5059808830311382e-06,0.005722589822837882
154,8,2,0.85,8,0.2,1e-05,2.6666666666666665,154,,2,0.0036278730922333947,0.05540404812134257,5.123976870570415e-05,2.5619884352852073e-06,0.00585048714667681
155,8,2,0.85,8,0.2,1e-06,2.6666666666666665,155,,3,0.0029723338933984817,0.05861857935218047,5.193911249997972e-05,2.5969556249989863e-06,0.005930337270572119
156,8,2,0.85,8,0.3,0.1,2.6666666666666665,156,,4,0.0510474159591504,-0.39164876039344376,0.0001105377124400378,5.52688562200189e-06,0.012621045765600932
157,8,2,0.85,8,0.3,0.01,2.6666666666666665,157,,5,0.014387673445441174,-0.04500034494919879,7.680875979536539e-05,3.840437989768269e-06,0.008769919796397262
158,8,2,0.85,8,0.3,0.001,2.6666666666666665,158,,6,0.0075197941793757024,0.02395944756853026,5.493868010613529e-05,2.7469340053067643e-06,0.006272823822886468
159,8,2,0.85,8,0.3,0.0001,2.6666666666666665,159,,7,0.005073313586664404,0.04510539286683672,5.060068253206023e-05,2.5300341266030115e-06,0.005777517156004187
160,8,2,0.85,8,0.3,1e-05,2.6666666666666665,160,,0,0.0038433692736640356,0.0526478607585062,5.031155612607954e-05,2.515577806303977e-06,0.005744505095944545
